PRCE_REG_YMD,MRKT_ESNT_NO,MRKT_CODE,MRKT_NM,CTNP_CODE,CTNP_NM,SGGU_CODE,SGGU_NM,PDLT_CODE,PDLT_NM,SPCS_CODE,SPCS_NM,WSRT_EXMN_SE_CODE,EXMN_SE_NM,BULK_GRAD_CODE,BULK_GRAD_NM,PDLT_PRCE,MTC_SMT_UNIT_MG,MTC_SMT_UNIT_NM,WHSL_SMT_UNIT_MG,WHSL_SMT_UNIT_NM,RTSL_SMT_UNIT_MG,RTSL_SMT_UNIT_NM,DCNT_PRCE_YN,ETL_LDG_DT
20231204,109,380001,상남,38,경남,3814,창원,416,단감,0,단감,1,소매,4,상품,14100,15,kg,10.0,kg,10.0,개,N,20240102062408
20231205,109,380001,상남,38,경남,3814,창원,416,단감,0,단감,1,소매,4,상품,15000,15,kg,10.0,kg,10.0,개,N,20240102062408
20231206,109,380001,상남,38,경남,3814,창원,416,단감,0,단감,1,소매,4,상품,16300,15,kg,10.0,kg,10.0,개,N,20240102062408
20231207,109,380001,상남,38,경남,3814,창원,416,단감,0,단감,1,소매,4,상품,16300,15,kg,10.0,kg,10.0,개,N,20240102062408
20231208,109,380001,상남,38,경남,3814,창원,416,단감,0,단감,1,소매,4,상품,17000,15,kg,10.0,kg,10.0,개,N,20240102062408
20231211,109,380001,상남,38,경남,3814,창원,416,단감,0,단감,1,소매,4,상품,16000,15,kg,10.0,kg,10.0,개,N,20240102062408
20231212,109,380001,상남,38,경남,3814,창원,416,단감,0,단감,1,소매,4,상품,16000,15,kg,10.0,kg,10.0,개,N,20240102062408
20231213,109,380001,상남,38,경남,3814,창원,416,단감,0,단감,1,소매,4,상품,16000,15,kg,10.0,kg,10.0,개,N,20240102062408
20231214,109,380001,상남,38,경남,3814,창원,416,단감,0,단감,1,소매,4,상품,16000,15,kg,10.0,kg,10.0,개,N,20240102062408
20231215,109,380001,상남,38,경남,3814,창원,416,단감,0,단감,1,소매,4,상품,16000,15,kg,10.0,kg,10.0,개,N,20240102062408
20231218,109,380001,상남,38,경남,3814,창원,416,단감,0,단감,1,소매,4,상품,16000,15,kg,10.0,kg,10.0,개,N,20240102062408
20231219,109,380001,상남,38,경남,3814,창원,416,단감,0,단감,1,소매,4,상품,16000,15,kg,10.0,kg,10.0,개,N,20240103065948
20231220,109,380001,상남,38,경남,3814,창원,416,단감,0,단감,1,소매,4,상품,16000,15,kg,10.0,kg,10.0,개,N,20240104065906
20231221,109,380001,상남,38,경남,3814,창원,416,단감,0,단감,1,소매,4,상품,16000,15,kg,10.0,kg,10.0,개,N,20240105065912
